local_timestamp,asks[0].price,asks[0].amount,bids[0].price,bids[0].amount,asks[1].price,asks[1].amount,bids[1].price,bids[1].amount,asks[2].price,asks[2].amount,bids[2].price,bids[2].amount,asks[3].price,asks[3].amount,bids[3].price,bids[3].amount,asks[4].price,asks[4].amount,bids[4].price,bids[4].amount,asks[5].price,asks[5].amount,bids[5].price,bids[5].amount,asks[6].price,asks[6].amount,bids[6].price,bids[6].amount,asks[7].price,asks[7].amount,bids[7].price,bids[7].amount,asks[8].price,asks[8].amount,bids[8].price,bids[8].amount,asks[9].price,asks[9].amount,bids[9].price,bids[9].amount,asks[10].price,asks[10].amount,bids[10].price,bids[10].amount,asks[11].price,asks[11].amount,bids[11].price,bids[11].amount,asks[12].price,asks[12].amount,bids[12].price,bids[12].amount,asks[13].price,asks[13].amount,bids[13].price,bids[13].amount,asks[14].price,asks[14].amount,bids[14].price,bids[14].amount,asks[15].price,asks[15].amount,bids[15].price,bids[15].amount,asks[16].price,asks[16].amount,bids[16].price,bids[16].amount,asks[17].price,asks[17].amount,bids[17].price,bids[17].amount,asks[18].price,asks[18].amount,bids[18].price,bids[18].amount,asks[19].price,asks[19].amount,bids[19].price,bids[19].amount,asks[20].price,asks[20].amount,bids[20].price,bids[20].amount,asks[21].price,asks[21].amount,bids[21].price,bids[21].amount,asks[22].price,asks[22].amount,bids[22].price,bids[22].amount,asks[23].price,asks[23].amount,bids[23].price,bids[23].amount,asks[24].price,asks[24].amount,bids[24].price,bids[24].amount
2024-06-01 00:00:00,67489.0,17140,67488.5,198950,67490.0,10,67488.0,17200,67494.0,5000,67487.5,32780,67495.5,20,67487.0,4450,67496.0,80000,67486.5,6000,67497.5,3820,67486.0,24190,67499.0,15000,67484.0,32400,67500.5,1230,67483.5,3820,67503.0,4870,67482.5,12090,67503.5,30250,67482.0,81190,67504.0,32500,67481.5,34950,67505.5,2460,67479.5,1190,67507.0,24190,67477.5,21050,67507.5,6050,67477.0,6050,67509.0,1520,67474.5,88550,67510.5,9050,67474.0,53130,67512.0,100,67472.0,29120,67512.5,10000,67466.5,32500,67513.0,3680,67466.0,1470,67514.5,6000,67465.0,90,67517.5,32500,67464.5,2230,67519.5,2190,67462.5,45000,67520.5,12100,67461.0,151450,67521.0,45000,67460.0,10000,67522.0,9220,67459.5,6050
2024-06-01 00:00:01,67490.0,10,67489.5,211070,67495.5,20,67489.0,6000,67500.0,4440,67488.5,71760,67501.0,5000,67487.5,380,67501.5,12100,67487.0,13320,67503.0,80000,67486.5,6880,67503.5,6050,67483.0,24190,67504.0,12100,67482.5,12090,67504.5,26630,67482.0,81190,67505.0,4870,67481.5,32500,67505.5,3820,67481.0,2440,67506.0,15000,67479.5,1190,67507.5,6050,67477.5,6050,67510.0,32500,67477.0,6050,67510.5,9050,67476.5,20000,67512.5,100,67476.0,31530,67513.0,3660,67474.5,88550,67515.0,1500,67474.0,49440,67516.0,3200,67473.5,2230,67517.5,32500,67472.5,3660,67519.5,2190,67470.0,16740,67521.5,3700,67468.5,10000,67522.0,6060,67466.5,32590,67523.0,81240,67463.5,20000,67523.5,12100,67462.5,45000
2024-06-01 00:00:02,67495.5,20,67495.0,56320,67500.0,3230,67493.5,12100,67501.0,5000,67493.0,6880,67501.5,1170,67490.0,12100,67502.5,12100,67489.5,48190,67503.0,80000,67489.0,6000,67503.5,6050,67488.5,71760,67504.5,24190,67488.0,1220,67505.0,4870,67487.5,12480,67505.5,3820,67482.5,26630,67506.0,15000,67482.0,81190,67507.0,14540,67481.5,32500,67507.5,6050,67479.5,29480,67510.0,32500,67477.5,6050,67510.5,9050,67477.0,6050,67513.0,3660,67476.5,21520,67515.0,1500,67475.0,3660,67516.0,3200,67474.5,88550,67517.5,32500,67474.0,49440,67519.0,100,67473.5,2230,67519.5,2190,67472.5,15000,67521.5,3700,67470.5,90,67522.0,6060,67470.0,16740,67522.5,12100,67468.5,10000,67523.0,81240,67466.5,32500
2024-06-01 00:00:03,67495.5,6020,67495.0,56320,67500.0,3230,67492.5,12100,67500.5,5000,67492.0,6880,67501.0,12100,67490.0,12100,67501.5,1170,67489.5,48190,67503.0,80000,67489.0,6000,67503.5,6050,67488.5,72980,67504.5,24190,67487.5,380,67505.0,4870,67484.5,36290,67505.5,15920,67484.0,2440,67506.0,15000,67482.0,81190,67507.0,2440,67481.5,32500,67507.5,6050,67479.5,1190,67510.0,32500,67477.5,6050,67510.5,9050,67477.0,6050,67515.0,1500,67476.5,21520,67515.5,3660,67475.5,15000,67516.0,3200,67475.0,3660,67517.0,100,67474.5,88550,67517.5,32500,67474.0,49440,67519.5,12190,67473.5,2230,67521.5,3700,67470.5,90,67522.0,6060,67470.0,16740,67522.5,12100,67468.5,10000,67523.0,81240,67466.5,32500
2024-06-01 00:00:04,67495.5,6020,67495.0,88820,67500.0,10,67490.5,12100,67500.5,5000,67490.0,12100,67501.0,3220,67489.5,48190,67501.5,1170,67489.0,7220,67502.5,12100,67488.5,39260,67503.0,80000,67487.5,380,67503.5,6050,67487.0,36290,67504.5,25410,67484.0,2440,67505.0,4870,67482.0,81190,67505.5,15920,67481.5,32500,67506.0,15000,67480.0,28640,67507.5,6050,67479.5,1190,67509.0,2450,67477.5,6050,67510.0,32500,67477.0,6050,67510.5,6050,67476.5,21520,67515.0,1500,67475.5,15000,67515.5,3660,67475.0,3660,67516.0,3200,67474.5,88550,67517.0,100,67474.0,49440,67517.5,32500,67473.5,2230,67519.5,12190,67470.5,90,67521.5,3700,67470.0,16740,67522.0,6060,67468.5,10000,67522.5,12100,67466.5,32500
2024-06-01 00:00:05,67495.5,8220,67495.0,94070,67498.0,5000,67490.5,12100,67500.0,15010,67490.0,13320,67501.5,4370,67489.5,39270,67503.0,80000,67489.0,30190,67503.5,6050,67488.5,39260,67504.5,12100,67487.5,380,67505.5,5040,67485.0,2450,67507.0,24190,67483.5,3820,67507.5,9750,67482.0,81190,67510.0,34950,67481.5,32500,67510.5,6050,67477.5,6050,67514.0,4900,67477.0,6050,67514.5,12100,67476.5,40200,67515.0,1500,67474.5,88550,67517.0,100,67474.0,49440,67517.5,32500,67473.5,2230,67518.5,3680,67471.0,16830,67519.5,12190,67470.0,10000,67522.0,6060,67469.0,20000,67523.0,12100,67466.5,32500,67524.0,5090,67465.0,2950,67524.5,32500,67464.5,6740,67525.0,81240,67464.0,90,67525.5,2350,67462.5,47010
2024-06-01 00:00:06,67506.5,68000,67506.0,18230,67507.0,80000,67505.5,9870,67507.5,6050,67504.5,56910,67510.0,10,67502.0,24200,67510.5,6050,67501.5,65000,67511.5,12100,67498.5,3820,67512.0,1210,67498.0,6000,67514.0,4900,67495.5,12100,67515.0,3820,67495.0,37130,67516.5,26610,67490.5,81190,67517.0,12100,67489.5,7980,67517.5,32500,67488.5,39260,67519.5,2190,67487.5,50380,67522.0,16060,67482.5,17010,67523.5,100,67481.5,32500,67524.0,17190,67481.0,9980,67524.5,32500,67480.5,39960,67525.0,3200,67480.0,10000,67525.5,2350,67479.5,45920,67526.5,63670,67478.0,50000,67527.5,6050,67477.5,6050,67528.0,6060,67477.0,6050,67530.5,6050,67476.5,21520,67532.5,81240,67474.5,38550,67533.5,10,67474.0,49440
2024-06-01 00:00:07,67506.5,18500,67506.0,31700,67507.0,83220,67502.0,12100,67510.0,10,67501.5,65000,67513.5,12100,67499.0,1210,67514.0,4900,67498.5,3820,67515.0,17130,67498.0,12880,67515.5,24190,67497.0,36290,67518.5,2420,67493.5,2450,67519.5,2190,67491.0,12090,67521.5,1500,67490.5,81190,67522.0,6060,67489.5,7980,67524.0,17190,67488.5,39260,67524.5,32500,67487.5,50380,67525.0,3200,67485.0,3670,67525.5,2350,67484.0,29050,67526.5,60000,67483.0,90,67527.5,6050,67482.5,15000,67528.0,9690,67481.5,32500,67530.5,6050,67478.0,50000,67531.5,10000,67477.5,6050,67533.5,81350,67477.0,6050,67534.0,6050,67476.5,21520,67537.0,6050,67475.0,90,67538.0,32500,67474.5,38550,67539.0,380,67474.0,49440
2024-06-01 00:00:08,67518.0,5000,67517.5,90610,67519.5,2190,67515.0,3820,67520.5,2390,67513.0,35470,67522.0,10,67509.5,89030,67524.0,10,67507.5,1500,67527.5,6050,67507.0,21070,67528.0,9690,67506.5,47590,67530.0,12100,67506.0,55010,67530.5,6050,67504.5,20000,67531.5,10000,67503.0,50000,67533.0,28020,67502.5,6000,67533.5,10,67501.5,32500,67534.0,6050,67500.0,10000,67537.0,6050,67499.0,81190,67537.5,12100,67497.0,2230,67538.0,32500,67496.0,2390,67539.0,4680,67495.5,50000,67539.5,10,67491.5,20000,67542.5,81240,67490.5,15000,67543.5,6050,67489.5,7980,67545.5,4780,67488.5,39260,67547.0,6350,67488.0,47230,67547.5,100,67487.5,3970,67548.0,38560,67484.0,29050,67548.5,2000,67483.0,90
2024-06-01 00:00:09,67519.5,8240,67519.0,86270,67521.0,3220,67518.0,6000,67522.0,10,67517.5,3820,67523.0,1190,67516.5,1080,67523.5,5000,67515.5,6880,67524.0,32310,67512.5,24200,67525.0,15000,67512.0,12100,67526.5,44600,67511.5,2170,67527.0,4680,67510.0,24190,67527.5,6050,67509.5,32500,67528.0,6060,67507.5,1500,67529.5,24190,67506.0,1180,67530.0,12100,67503.5,81190,67530.5,6050,67502.5,3260,67531.5,3820,67501.5,32500,67533.5,1090,67497.0,10000,67534.0,16050,67496.5,19710,67536.5,1490,67492.5,49440,67537.0,6050,67491.0,90,67538.0,32500,67490.5,15000,67539.5,2180,67489.5,26770,67543.5,6050,67489.0,20000,67546.0,12100,67488.5,39260,67547.0,6050,67488.0,45090,67547.5,81240,67487.5,380
2024-06-01 00:00:10,67519.5,10490,67519.0,98040,67522.0,10,67518.5,4870,67523.0,4410,67518.0,6000,67523.5,5000,67517.5,3820,67524.0,10,67512.5,12100,67525.0,15000,67512.0,12100,67527.0,4680,67511.5,2170,67527.5,18150,67510.5,12100,67528.0,6060,67510.0,24190,67529.5,24190,67509.5,32500,67530.0,12100,67507.5,1500,67530.5,6050,67506.5,81190,67531.5,3820,67506.0,1180,67533.5,1100,67502.5,3260,67534.0,16050,67501.5,32500,67536.5,1490,67497.5,90,67537.0,6050,67497.0,25000,67538.0,34670,67496.5,10000,67539.5,10,67496.0,1530,67543.5,6050,67495.0,50000,67546.0,12100,67492.5,49440,67547.0,6050,67489.5,26050,67548.0,41820,67489.0,22230,67548.5,3420,67488.5,39350,67549.5,81240,67488.0,45380
2024-06-01 00:00:11,67519.5,10490,67519.0,102180,67522.0,10,67518.5,4870,67523.0,4410,67518.0,7100,67523.5,5000,67517.5,3820,67524.0,10,67515.5,6880,67525.0,15000,67513.5,12100,67527.0,4680,67513.0,2190,67527.5,18150,67511.0,12100,67528.0,6060,67510.5,12100,67529.5,24190,67510.0,24190,67530.0,12100,67509.5,32500,67530.5,6050,67507.5,1500,67531.5,3820,67506.0,1180,67533.5,10,67504.5,81190,67534.0,16050,67503.5,20000,67536.5,1490,67502.5,3260,67537.0,6050,67502.0,100,67538.0,32500,67501.5,32500,67538.5,2200,67500.0,15000,67539.5,10,67497.0,10000,67543.5,6050,67496.0,11530,67547.0,6050,67495.0,50000,67547.5,12100,67492.5,49440,67548.0,123060,67489.5,6050,67548.5,3420,67489.0,22320
2024-06-01 00:00:12,67519.5,4440,67519.0,149160,67522.0,10,67518.5,720,67523.0,1190,67518.0,6000,67524.0,10,67517.5,3820,67524.5,5000,67516.0,6880,67525.0,15000,67513.5,12100,67527.5,6050,67510.5,12090,67528.0,6060,67510.0,24190,67530.0,12100,67509.5,32500,67530.5,6050,67508.0,84590,67531.5,3820,67507.5,1500,67533.0,24190,67506.0,1180,67533.5,10,67504.0,50000,67534.0,16050,67503.5,20000,67536.0,12100,67502.0,100,67536.5,1490,67501.5,32500,67537.0,6050,67500.0,15000,67538.0,32500,67497.0,10000,67539.5,10,67496.0,1530,67542.0,2260,67495.0,50000,67543.5,6050,67492.5,49440,67547.0,6050,67491.5,4530,67547.5,12100,67489.5,6050,67548.0,38560,67489.0,22320,67550.0,27870,67488.5,39260
2024-06-01 00:00:13,67522.0,10,67521.5,200490,67524.0,10,67519.5,30190,67528.0,10,67519.0,80660,67530.5,6050,67518.5,720,67533.5,5010,67517.5,3820,67534.0,6050,67516.0,81190,67536.0,3220,67515.5,3400,67537.0,6050,67512.0,12090,67539.5,48400,67511.5,50000,67540.0,12100,67509.5,32500,67540.5,3820,67507.5,1500,67543.0,1510,67506.0,1180,67543.5,6050,67505.0,10000,67547.0,6050,67504.5,90,67548.0,38560,67503.5,20000,67549.0,2260,67503.0,15000,67550.0,27870,67501.5,32500,67551.0,10000,67501.0,3240,67552.0,15000,67500.5,6750,67552.5,45000,67498.5,1900,67553.5,4190,67498.0,2230,67555.0,32500,67497.0,10000,67557.0,10,67496.0,6060,67557.5,3400,67495.0,50000,67559.0,81240,67492.5,59440
2024-06-01 00:00:14,67522.0,10,67521.5,224680,67524.0,10,67520.0,36290,67528.0,10,67519.5,6000,67528.5,13510,67519.0,74940,67530.0,5000,67518.5,720,67530.5,6050,67517.5,3820,67531.5,15000,67516.0,81190,67533.5,10,67515.5,3400,67534.0,6050,67511.5,50000,67537.0,6050,67510.5,30220,67539.5,10,67510.0,15000,67540.0,12100,67509.5,32500,67541.0,3820,67507.5,1500,67543.0,36290,67506.5,45000,67543.5,6050,67506.0,1180,67545.0,1110,67505.0,10000,67547.0,6050,67504.0,90,67547.5,12100,67503.5,20000,67548.0,38560,67501.5,32500,67549.0,2260,67501.0,3240,67550.0,27870,67500.5,6750,67552.0,15000,67498.5,1900,67552.5,45000,67498.0,2230,67553.0,10000,67497.0,10000,67553.5,4190,67496.0,6060
2024-06-01 00:00:15,67528.0,2160,67527.5,207920,67528.5,18510,67526.5,32500,67533.5,10,67526.0,6880,67534.0,6050,67524.0,12100,67535.0,3220,67523.5,6860,67537.0,6050,67520.0,12100,67539.5,12110,67519.5,12100,67540.0,24190,67519.0,32500,67540.5,12100,67518.5,720,67541.0,3820,67518.0,24190,67543.5,6050,67517.5,20000,67547.0,6050,67517.0,3350,67547.5,12100,67515.5,81190,67548.0,38560,67515.0,50000,67550.0,27870,67513.5,15000,67552.0,15000,67510.5,30220,67552.5,47230,67510.0,100,67553.0,10000,67509.5,32500,67555.0,32500,67509.0,49440,67556.5,2000,67507.5,1500,67557.0,10,67506.5,55000,67559.5,6250,67501.5,32500,67560.5,84660,67501.0,7710,67561.0,2230,67500.5,6750,67561.5,3360,67498.5,1900
2024-06-01 00:00:16,67528.0,2160,67527.5,227040,67528.5,18510,67526.5,32500,67533.5,10,67525.5,2230,67534.0,6050,67524.0,12100,67535.0,3220,67523.5,3820,67536.5,12100,67521.0,12100,67537.0,6050,67520.5,12100,67539.5,12110,67519.0,32500,67540.0,24190,67518.5,720,67541.0,3820,67518.0,24190,67543.5,6050,67517.5,20000,67546.5,1110,67517.0,3350,67547.0,6050,67515.0,50000,67547.5,12100,67514.0,81190,67548.0,38560,67513.5,15000,67550.0,27870,67510.5,30220,67550.5,2230,67510.0,100,67552.0,15000,67509.5,32500,67552.5,45000,67509.0,49440,67553.0,10000,67507.5,1500,67555.0,32500,67506.5,45000,67556.5,2000,67501.5,32500,67557.0,10,67501.0,7710,67559.5,6250,67500.5,6750,67560.5,84660,67498.5,1900
2024-06-01 00:00:17,67528.0,2160,67527.5,224000,67528.5,18510,67526.5,32500,67533.5,10,67524.0,12100,67534.0,9270,67523.5,3820,67536.5,12100,67520.0,12100,67537.0,6050,67519.0,32500,67539.5,10,67517.5,44190,67540.0,24190,67517.0,3350,67540.5,12100,67516.0,12090,67541.0,3820,67515.0,50000,67543.0,4680,67514.0,81190,67543.5,6050,67513.5,15000,67547.0,6050,67510.5,30220,67547.5,12100,67510.0,100,67548.0,38560,67509.5,32500,67550.0,27870,67509.0,59440,67552.0,15000,67507.5,1500,67552.5,47240,67506.5,45000,67553.0,10000,67501.5,32500,67555.0,32500,67501.0,7710,67556.5,2000,67500.5,6750,67557.0,10,67498.5,1900,67559.0,81240,67498.0,2230,67559.5,6250,67495.5,90,67560.5,3420,67495.0,50000
2024-06-01 00:00:18,67528.0,2160,67527.5,234180,67528.5,13510,67526.5,32500,67529.0,5000,67524.0,12100,67533.5,10,67523.5,3820,67534.0,9270,67520.0,12100,67536.5,12100,67519.5,12100,67537.0,6050,67519.0,33710,67538.5,24190,67517.5,44190,67539.0,1220,67517.0,3350,67539.5,12110,67515.0,50000,67540.0,2540,67514.0,81190,67541.0,3820,67513.5,15000,67543.0,4680,67510.5,30220,67543.5,6050,67510.0,100,67546.0,1120,67509.5,32500,67547.0,6050,67509.0,59440,67547.5,12100,67508.0,1490,67548.0,38560,67507.5,1500,67550.0,27870,67506.5,45000,67551.0,2240,67505.0,50000,67552.0,15000,67501.5,32500,67552.5,46520,67501.0,7710,67553.0,10000,67500.5,6750,67555.0,32500,67498.5,1900,67556.5,2000,67498.0,2230
2024-06-01 00:00:19,67528.0,26720,67527.5,98960,67529.5,3220,67526.5,1120,67532.0,32200,67522.0,12100,67532.5,15000,67521.5,2250,67533.5,12110,67520.0,720,67534.0,6050,67519.5,12100,67535.5,24190,67519.0,33710,67536.5,12100,67517.5,32100,67537.0,6050,67513.5,24190,67539.0,1220,67513.0,3370,67539.5,10,67510.5,100,67540.0,2540,67510.0,81190,67541.0,3820,67509.5,32500,67542.0,1120,67509.0,59440,67543.0,4680,67508.0,1490,67543.5,6050,67507.5,1500,67547.0,6050,67506.5,45000,67547.5,14350,67505.0,15000,67548.0,38560,67501.5,32500,67550.0,27870,67501.0,3240,67552.0,15000,67498.5,1900,67552.5,46520,67498.0,2230,67553.0,10000,67496.0,90,67554.5,81240,67495.5,5760,67555.0,32500,67495.0,50000
2024-06-01 00:00:20,67528.0,41720,67527.5,98960,67529.5,3220,67526.5,1120,67533.5,12110,67522.0,12100,67534.0,6050,67521.5,2250,67536.5,36290,67521.0,12100,67537.0,6050,67520.0,720,67539.0,1220,67519.5,12100,67539.5,10,67519.0,33710,67540.0,2540,67513.5,24190,67541.0,3820,67513.0,3370,67541.5,1130,67510.0,81290,67543.0,4680,67509.5,32500,67543.5,6050,67509.0,59440,67547.0,6050,67508.0,1490,67547.5,14350,67507.5,1500,67548.0,38560,67506.5,45000,67550.0,27870,67505.0,15000,67552.0,15000,67501.5,32500,67552.5,46520,67501.0,3240,67553.0,10000,67498.5,1900,67555.0,32500,67498.0,2230,67555.5,81240,67496.0,90,67556.0,3370,67495.5,36440,67556.5,2000,67495.0,50000,67557.0,10,67492.5,10000
2024-06-01 00:00:21,67528.0,35670,67527.5,140200,67533.5,10,67526.5,1130,67534.0,6050,67525.0,3820,67536.5,12100,67521.0,2270,67537.0,6050,67520.5,24200,67538.5,36290,67520.0,720,67539.0,1220,67519.0,33710,67539.5,10,67514.0,12090,67540.0,2540,67513.5,105380,67541.0,4950,67513.0,3370,67543.0,4680,67510.5,100,67543.5,6050,67509.5,32500,67546.0,2270,67509.0,59440,67547.0,6050,67508.0,1490,67547.5,12100,67507.5,1500,67548.0,38560,67506.5,45000,67550.0,27870,67502.5,10000,67551.0,10000,67501.5,32500,67552.0,15000,67501.0,3240,67552.5,46520,67498.5,1900,67555.0,32500,67498.0,2230,67555.5,81240,67497.0,6740,67556.0,3370,67496.5,90,67556.5,2000,67496.0,50000,67557.0,10,67495.5,36440
2024-06-01 00:00:22,67528.0,38670,67527.5,108900,67530.0,3220,67527.0,1130,67533.5,10,67526.5,6880,67534.0,6050,67525.0,3820,67536.5,24200,67523.5,2270,67537.0,6050,67520.5,24200,67538.0,24190,67520.0,720,67539.0,1220,67519.0,33710,67539.5,10,67516.0,24190,67540.0,2540,67515.5,3410,67541.0,3820,67510.5,12190,67543.0,4680,67510.0,81190,67543.5,6050,67509.5,32500,67547.0,6050,67509.0,59440,67547.5,12100,67508.0,1490,67548.0,38560,67507.5,1500,67550.0,27870,67506.5,45000,67551.0,10000,67503.5,15000,67552.0,15000,67501.5,32500,67552.5,46520,67501.0,3240,67555.0,32500,67498.5,1900,67555.5,81240,67498.0,2230,67556.0,3370,67497.5,90,67556.5,2000,67497.0,6740,67557.0,10,67496.0,50000
2024-06-01 00:00:23,67528.0,97440,67527.5,25270,67532.0,12100,67527.0,1130,67532.5,32200,67525.0,6880,67533.0,5020,67524.0,3800,67533.5,10,67521.5,2300,67534.0,6050,67520.0,12820,67534.5,12100,67519.5,12100,67535.0,32500,67519.0,33710,67536.5,24200,67516.5,12100,67537.0,6050,67513.0,24190,67539.0,1220,67512.5,3450,67539.5,10,67510.5,100,67540.0,2540,67510.0,81190,67541.0,3820,67509.5,32500,67541.5,1140,67509.0,59440,67543.5,6050,67508.0,1490,67547.0,8330,67507.5,1500,67547.5,12100,67506.5,45000,67548.0,38560,67501.5,32500,67550.0,27870,67501.0,3240,67551.0,10000,67498.5,1900,67552.0,15000,67498.0,2230,67552.5,46520,67496.0,90,67555.0,32500,67495.5,12500,67556.0,84610,67495.0,50000
2024-06-01 00:00:24,67528.0,174240,67527.5,18330,67530.5,12100,67523.5,4370,67531.0,32200,67521.5,3800,67531.5,24190,67520.0,720,67532.5,32200,67519.0,36010,67533.0,5020,67517.5,4960,67533.5,10,67514.5,12100,67534.0,6050,67512.5,12100,67534.5,3800,67512.0,6880,67535.0,32500,67511.0,12100,67537.0,6050,67510.0,24290,67538.5,1150,67509.5,35950,67539.0,1220,67509.0,59440,67539.5,10,67507.5,1500,67540.0,2540,67507.0,81190,67542.5,2300,67506.5,45000,67543.5,6050,67501.5,32500,67546.5,12100,67498.5,1900,67547.0,6050,67498.0,2230,67548.0,38560,67496.0,90,67550.0,27870,67495.5,5760,67551.0,10000,67493.5,6740,67551.5,81240,67492.5,50000,67552.0,15000,67490.0,5110,67552.5,46520,67489.5,6050
2024-06-01 00:00:25,67528.0,194640,67527.5,18330,67529.5,12100,67524.0,1150,67530.0,32200,67523.5,3220,67530.5,12100,67520.5,32500,67532.0,24200,67520.0,3800,67532.5,32200,67519.0,3510,67533.0,5020,67517.5,4960,67533.5,10,67513.0,12100,67534.0,6050,67512.5,24200,67534.5,3800,67510.0,100,67535.0,32500,67509.5,67020,67537.0,6050,67509.0,59440,67538.5,1150,67507.5,1500,67539.0,1220,67507.0,81190,67539.5,10,67506.5,45000,67540.0,2540,67505.0,720,67542.5,2300,67501.5,52510,67543.5,6050,67498.5,1900,67546.5,12100,67498.0,2230,67547.0,6050,67496.0,90,67548.0,38560,67495.5,5760,67549.5,81240,67493.5,6740,67550.0,27870,67492.5,50000,67551.0,13470,67490.0,5110,67552.0,15000,67489.5,6050
2024-06-01 00:00:26,67528.0,223770,67527.5,12330,67531.5,32200,67523.5,3220,67532.0,24190,67523.0,6000,67533.5,10,67519.0,5010,67534.0,6050,67517.5,4960,67534.5,3800,67516.5,2330,67535.0,32500,67513.0,24200,67537.0,6050,67510.0,12200,67539.0,1220,67509.5,60140,67539.5,10,67509.0,59440,67540.0,2540,67507.5,1500,67541.0,2330,67506.5,45000,67542.0,3420,67505.5,81190,67543.5,6050,67505.0,720,67547.0,87290,67501.5,32500,67547.5,12100,67498.5,1900,67548.0,38560,67496.0,90,67550.0,27870,67495.5,5760,67551.0,13470,67493.5,6740,67552.0,15000,67492.5,50000,67552.5,48750,67490.0,5110,67555.0,32500,67489.5,6050,67556.0,6750,67488.5,38550,67556.5,2000,67487.5,90,67557.0,10,67487.0,16800
2024-06-01 00:00:27,67528.0,223770,67527.5,11950,67531.5,32200,67524.0,380,67532.0,24190,67523.0,9220,67533.5,10,67521.5,1170,67534.0,6050,67520.5,6880,67534.5,3800,67519.0,5010,67535.0,32500,67517.5,4960,67536.0,1170,67516.5,2330,67537.0,6050,67512.0,12100,67539.0,1220,67511.0,12100,67539.5,10,67510.0,12200,67540.0,2540,67509.5,32500,67541.0,2330,67509.0,59440,67542.0,3420,67507.5,1500,67543.5,6050,67507.0,24190,67546.5,81240,67506.5,48490,67547.0,6050,67505.0,720,67547.5,12100,67502.0,81190,67548.0,38560,67501.5,52510,67550.0,27870,67498.5,1900,67551.0,13470,67496.0,90,67552.0,15000,67495.5,1270,67552.5,48750,67493.5,6740,67554.5,6880,67492.5,50000,67555.0,32500,67491.0,2230
2024-06-01 00:00:28,67528.0,229560,67527.5,7140,67530.0,32200,67519.0,380,67533.5,10,67518.5,9220,67534.0,6050,67517.5,4960,67535.0,32500,67517.0,3800,67535.5,2350,67512.0,2340,67537.0,6050,67510.5,100,67539.5,10,67510.0,12100,67540.0,2540,67509.5,32500,67542.0,3420,67509.0,49440,67542.5,12100,67507.5,1500,67543.0,81240,67507.0,24200,67543.5,6050,67506.5,45000,67544.5,2230,67505.0,720,67545.5,3510,67504.0,24190,67546.0,2190,67503.5,3510,67547.0,6050,67501.5,32500,67548.0,38560,67499.5,81190,67548.5,10000,67499.0,10000,67550.0,27870,67496.0,90,67552.0,15000,67491.0,2230,67552.5,46520,67490.5,4660,67555.0,32500,67490.0,6380,67556.0,8750,67489.5,6050,67557.0,10,67489.0,15000
2024-06-01 00:00:29,67519.5,153730,67519.0,200,67521.5,56700,67518.5,6000,67522.0,3800,67513.0,10680,67524.5,32200,67509.5,37350,67525.0,6050,67509.0,49440,67527.5,32200,67508.0,2360,67528.0,41560,67507.5,1500,67529.0,1200,67505.0,720,67533.5,2370,67503.5,12100,67534.0,6050,67503.0,12100,67535.0,32500,67502.5,12200,67537.0,6050,67501.5,32500,67537.5,1520,67500.0,3550,67539.0,12100,67499.5,24190,67539.5,81250,67499.0,10000,67540.0,2740,67498.5,200,67541.0,10000,67497.5,1510,67542.0,3420,67495.5,81190,67543.0,3550,67495.0,20000,67543.5,6050,67492.5,10000,67544.5,2230,67491.0,2230,67546.0,2190,67490.0,51270,67547.0,6050,67489.5,6050,67548.0,45440,67489.0,90,67548.5,6750,67488.5,38550
2024-06-01 00:00:30,67515.5,165260,67515.0,200,67516.0,8550,67510.5,380,67516.5,64600,67509.0,49440,67517.5,5000,67508.5,3220,67519.0,38150,67507.5,1500,67519.5,53560,67505.0,720,67521.0,32100,67502.0,100,67521.5,32100,67501.5,32500,67525.0,6050,67499.5,4850,67528.0,41560,67499.0,3800,67529.0,1200,67495.5,36300,67533.5,10,67495.0,20000,67534.0,6050,67494.5,24390,67534.5,81240,67490.5,81190,67535.0,32500,67490.0,1270,67536.0,200,67489.5,6050,67537.0,8280,67489.0,10000,67537.5,1520,67488.5,38550,67539.5,10,67488.0,45000,67540.0,2540,67487.5,380,67541.0,16750,67487.0,100,67542.0,3420,67484.0,101440,67543.5,6050,67481.5,32500,67546.0,2190,67479.5,20010,67547.0,6050,67477.5,6050
2024-06-01 00:00:31,67515.5,141620,67515.0,580,67516.0,3800,67511.0,3220,67516.5,32510,67509.5,6000,67517.5,12100,67509.0,49440,67518.0,27900,67508.0,1190,67518.5,24200,67507.5,1500,67519.0,38150,67505.0,720,67519.5,38560,67504.0,2380,67521.0,32100,67502.0,12100,67522.5,1190,67501.5,32500,67525.0,6050,67499.5,29050,67527.5,2380,67499.0,3800,67528.0,41560,67496.5,100,67529.0,1200,67496.0,24190,67533.5,10,67495.0,20000,67534.0,18150,67494.5,200,67535.0,32500,67494.0,81190,67536.0,3770,67493.5,33260,67536.5,81240,67490.0,1270,67537.0,8280,67489.5,6050,67537.5,1520,67489.0,20000,67539.0,10000,67488.5,38550,67539.5,10,67488.0,45000,67540.0,2540,67487.5,380,67542.0,3420,67484.5,90
